SKU,Category,Description,Last 4 Weeks Avg ROS,Budget Wkly Fwd ROS,Budget 4 Wks Fwd ROS,Stock,Retail (inc vat £),Landed Cost,Stockholding Value,Flat Cvr,Pre-Order Qty,Fwd Cvr (excluding goods on water),Good On Water,Flat Cover (inc Goods on Water),Fwd Cover (inc Goods on Water),No. Pre-Order Wks - Current ROS,No. Pre-Order Wks - Fwd ROS,PL's Approved,Units Called Off - Awaiting Confirmation,Open PO's,Balance Open PO's,Additional POS raised LW,Comments,Marketing Comments,,ON AMAZON UK FBA?,Sellable,Shopify,Amazon,Ebay,B&Q,Debenhams,Decathlon,MW,Tesco,Vente Unique,The Range,Wilko,Wayfair,Rackhams
5060959540496,Paddles,SP. 00688 Wave Kids Paddle 3Pcs -Purple,0,,,57,,£7.53,£429.21,57.0,,57.0,0,57.0,57.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,X,✓,X,X,X,X,X,X,X,X
5060959540540,Fins,SP. 00693 Wave Pro Fin'S Clip,0,,,29,,£0.08,£2.32,29.0,,29.0,0,29.0,29.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959540564,Seat,SP. 00695 Wave Kayak Seat Clip,0,,,1,,£0.00,£0.00,1.0,,1.0,0,1.0,1.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959547068,Bungees,SP. 00936 WW Wave Crusier Bungee Cord White,0,,,45,,£0.33,£14.85,45.0,,45.0,0,45.0,45.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959547075,Repair Kit,SP. 00937 WW Wave Cruiser Repair Kit,0,,,34,,£0.67,£22.78,34.0,,34.0,0,34.0,34.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959547181,Bungees,SP. 00948 WW Wave Tourer Bungee Webbing Set - Aqua,0,,,47,,£0.04,£1.88,47.0,,47.0,0,47.0,47.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959547198,Bungees,SP. 00949 WW Wave Tourer Bungee Webbing Set - Navy,0,,,44,,£0.03,£1.32,44.0,,44.0,0,44.0,44.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959547204,Repair Kit,SP. 00950 WW Wave Tourer & Cruiser Repair Kit Orange / Navy,0,,,65,,£0.00,£0.00,65.0,,65.0,0,65.0,65.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
EXNAKSTF2,Fins,Standard Kayak Fin,0,,,142,,£1.35,£191.70,142.0,,142.0,0,142.0,142.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
SUPPADDCLIP,Paddles,Sup Paddle Clip,0,,,90,,£0.17,£15.30,90.0,,90.0,0,90.0,90.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
BASFWHSTWW,Whistle,Wave Buoyancy Aid - Safety Whistle,0,,,15,,£0.00,£0.00,15.0,,15.0,0,15.0,15.0,,,0,0,30,30,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959546689,Backpack,Wave Cruiser Sup Backpack Navy,0,,,37,,£0.75,£27.74,37.0,,37.0,0,37.0,37.0,,,0,0,0,0,,,,,YES,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959546849,Foot Pump,Wave Double Action P2 Pump White,0,,,2,,£0.00,£0.00,2.0,,2.0,0,2.0,2.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,X,X,X,X,X,X,X,X,X,X
5060959545835,Fins,Wave Kayak Fin/Skeg,0,,,11,,£2.00,£22.00,11.0,,11.0,0,11.0,11.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959545743,Foot Rest,Wave Kayak Foam Foot Rest,0,,,22,,£3.21,£70.62,22.0,,22.0,0,22.0,22.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959545767,Seat,Wave Kayak Foam Seat,0,,,31,,£3.81,£118.20,31.0,,31.0,0,31.0,31.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5060959545880,Foot Pump,Wave Kayak Foot Pump,0,,,1,,£4.77,£4.77,1.0,,1.0,0,1.0,1.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959545781,Repair Kit,Wave Navigator Kayak Repair Kit (Drop Stitch),0,,,12,,£0.65,£7.80,12.0,,12.0,0,12.0,12.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959545842,Dry Bags,Wave Roamer 2/1 Bag (Pvc),0,,,1,,£10.85,£10.85,1.0,,1.0,0,1.0,1.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959545774,Repair Kit,Wave Roamer Kayak Repair Kit (Pvc),0,,,6,,£0.52,£3.12,6.0,,6.0,0,6.0,6.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959546702,Foot Pump,Wave Single Action Pump Black,0,,,77,,£3.92,£301.84,77.0,,77.0,0,77.0,77.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,X,X,X,X,X,X,X,X,X,X
5054487757686,Backpack,Wave Sup Backpack Navy With Logo,0,,,30,,£1.79,£53.70,30.0,,30.0,0,30.0,30.0,,,0,0,0,0,,,,,,✓,✓,X,✓,X,X,X,X,X,X,X,X,X,X
5054487758393,Bungees,Wave Tourer Bungee Cord (Navy) 3.5mm,0,,,44,,£0.28,£12.32,44.0,,44.0,0,44.0,44.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
5054487758409,Bungees,Wave Tourer Bungee Cord (Orange) 3.5mm,0,,,155,,£0.28,£43.40,155.0,,155.0,0,155.0,155.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5054487759086,Fins,Wave Tourer Fin Clip,0,,,66,,£0.00,£0.00,66.0,,66.0,0,66.0,66.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5061091484266,Backpack,Wave Tourer Sup Backpack Black,0,,,8,,£0.81,£6.48,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959540281,Backpack,Wave Tourer Sup Backpack Black Without Logo,0,,,136,,£2.09,£284.24,136.0,,136.0,0,136.0,136.0,,,0,0,0,0,,,,,YES,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959546825,Backpack,Wave Tourer Sup Backpack Navy,0,,,57,,£3.75,£213.75,57.0,,57.0,0,57.0,57.0,,,0,0,0,0,,,,,YES,✓,✓,✓,✓,X,X,X,X,X,X,X,X,X,X
5054487757976,Fins,Wave Tourer Sup Board Fin (Black),0,,,152,,£0.00,£0.00,152.0,,152.0,0,152.0,152.0,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5054487757792,Leash,Wave Tourer Sup Board Leash Black Without Logo B,0,,,243,,£2.65,£643.95,243.0,,243.0,0,243.0,243.0,,,0,0,0,0,,Not listed - check,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959545798,Repair Kit,Wave Voyager Kayak Repair Kit (Oxford Cloth),0,,,7,,£0.65,£4.55,7.0,,7.0,0,7.0,7.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
5054487757822,Repair Kit,WW Wave Sup Repair Kit (Navy),0,,,12,,£0.34,£4.08,12.0,,12.0,0,12.0,12.0,,,0,0,0,0,,,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
5054487757716,Repair Kit,WW Wave Sup Repair Kit (Orange) A,0,,,254,,£0.00,£0.00,254.0,,254.0,0,254.0,254.0,,,0,0,0,0,,"CLEARANCE - Reduce to cover pick, postage and processing fees only",,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
5054487757839,Repair Kit,WW Wave Sup Repair Kit (Orange) B,0,,,58,,£0.43,£24.94,58.0,,58.0,0,58.0,58.0,,,0,0,0,0,,"CLEARANCE - Reduce to cover pick, postage and processing fees only",,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
COILLEASHWW,Leash,Coiled Leash With Yellow Label,0,,,53,,£0.00,£0.00,53.0,,53.0,0,53.0,53.0,,,0,0,0,0,,Not listed - check,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
,,SUP Accessories Total,94,56,224,"7,949",,244,"28,417",84,0,142,635,91,154,,,12,0,"1,353",706,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
WOBUNAQUWW,Bungees,Bungee Webbing Set(Woody Aqua),0,,,6,,£0.00,£0.00,6.0,,,0,,,,,0,0,0,0,,,,,,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
NAVBOD321,Kayak Body,Navigator 3.0 2 Person Drop Stitch Kayak Body,0,,,0,,£17.86,£0.00,0.0,,,0,,,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
NAVBOD332,Kayak Body,Navigator 3.0 3 Person Drop Stitch Kayak Body,0,,,1,,£16.89,£16.89,1.0,,,0,,,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
EXNAKCLP2,Clips,Plastic Clips,0,,,4,,£0.00,£0.00,4.0,,,0,,,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
EXPBOD221,Kayak Body,Roamer 2.0 2/1 Person Pvc Chamber Kayak Body,0,,,10,,£10.34,£103.38,10.0,,,2,,,,,0,0,3,1,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
EXPBOD232,Kayak Body,Roamer 2.0 3/2 Person Pvc Chamber Kayak Body,0,,,8,,£11.23,£89.85,8.0,,,3,,,,,0,0,5,2,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
EXNAKVAL2,Air Valve,Valves,0,,,4,,£0.11,£0.44,4.0,,,0,,,,,0,0,88,88,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959545804,Inflatable Bladder,Wave Voyager 2/1 Left Inflatable Bladder,0,,,6,,£14.50,£87.00,6.0,,,0,,,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
5060959545811,Inflatable Bladder,Wave Voyager 2/1 Right Inflatable Bladder,0,,,5,,£14.50,£72.50,5.0,,,0,,,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
,,SUP Spares Total,0,0,73,44,,85,370,44,0,44,5,49,49,,,0,0,96,91,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
BABLAXSSUKEU,Buoyancy Aid,Wave Buoyancy Aid XS/S,15,11,44,71,,£13.27,£942.40,4.7,,6.5,0,4.7,6.5,3,2,0,0,100,100,,,,,,✓,✓,X,✓,X,X,✓,✓,X,X,X,X,X,X
BABLAMLUKEU,Buoyancy Aid,Wave Buoyancy Aid M/L,30,25,100,143,,£13.27,"£1,898.08",4.7,,5.7,0,4.7,5.7,3,2,0,0,200,200,,,,,,,,,,,,,,,,,,,
BABLAXLXXLUKEU,Buoyancy Aid,Wave Buoyancy Aid XL/XXL,22,20,80,35,,£13.27,£464.57,1.6,,1.8,0,1.6,1.8,6,6,0,0,200,200,,,,,,,,,,,,,,,,,,,
,,Wave Buoyancy Aid Total,68,56,581,249,,,,3.7,0,4.4,0,4,4,,,0,0,500,500,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5060959540700,Robes,Wave Robe Navy Size XS,0,1,2,2,,£19.89,£39.78,8.0,,3.8,0,8.0,3.8,,4,0,0,0,0,,Opportunity for 10% off if bought with a SUP?,,,YES,✓,✓,✓,✓,X,✓,✓,✓,X,X,X,X,X,X
5060959540717,Robes,Wave Robe Navy Size S,0,6,25,146,,£19.89,"£2,903.58",584.0,1,23.3,0,580.0,23.1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540724,Robes,Wave Robe Navy Size M,1,7,28,153,,£19.89,"£3,042.79",204.0,5,22.2,0,197.3,21.4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540731,Robes,Wave Robe Navy Size L,0,5,18,107,,£19.89,"£2,127.96",428.0,2,23.2,0,420.0,22.7,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540748,Robes,Wave Robe Navy Size XL,0,3,12,67,,£19.89,"£1,332.46",268.0,3,22.9,0,256.0,21.9,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,Wave Navy Robe Total,2,21,58,475,,,,271,11,22,0,265,22,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
5060959540755,Robes,Wave Robe Black & Pink Size XS,0,1,4,8,,£19.89,£159.10,8.0,,8.0,0,8.0,8.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540786,Robes,Wave Robe Black & Pink Size L,0,2,8,49,,£19.89,£974.49,49.0,0,23.6,0,49.0,23.6,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540762,Robes,Wave Robe Black & Pink Size S,0,4,15,91,,£19.89,"£1,809.76",91.0,0,23.6,0,91.0,23.6,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540779,Robes,Wave Robe Black & Pink Size M,0,4,16,84,,£19.89,"£1,670.55",336.0,2,20.7,0,328.0,20.2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540793,Robes,Wave Robe Black & Pink Size XL,0,2,7,42,,£19.89,£835.28,168.0,2,22.5,0,160.0,21.5,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,Wave Black & Pink Total,1,13,39,274,,,,548,4,21,0,540,21,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
5060959540915,Robes,Wave Robe Camo XS,0,1,4,9,,£28.05,£252.41,9.0,0,9.0,0,9.0,9.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540939,Robes,Wave Robe Camo M,0,4,16,119,,£25.14,"£2,992.16",476.0,0,29.0,0,476.0,29.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540946,Robes,Wave Robe Camo L,0,2,10,69,,£15.58,"£1,074.89",69.0,0,28.1,0,69.0,28.1,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540922,Robes,Wave Robe Camo S,0,4,16,96,,£27.48,"£2,638.08",96.0,0,23.6,0,96.0,23.6,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540953,Robes,Wave Robe Camo XL,0,2,8,44,,£27.48,"£1,209.12",44.0,1,23.1,0,43.0,22.6,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,Wave Camo Robe Total,0,14,34,337,,,,"1,348",1,25,0,"1,344",25,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
WROBESAGXSWW,Robes,Wave Robe Sage Size XS,0,1,3,5,,£0.00,£0.00,5.0,0,6.3,0,5.0,6.3,3,2,0,0,0,0,,,,,,,,,,,,,,,,,,,
WROBESAGSWW,Robes,Wave Robe Sage Size S,0,5,20,119,,£0.00,£0.00,476.0,1,23.4,0,472.0,23.2,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
WROBESAGMWW,Robes,Wave Robe Sage Size M,2,5,21,116,,£0.00,£0.00,77.3,6,21.7,0,73.3,20.6,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
WROBESAGLWW,Robes,Wave Robe Sage Size L,0,4,14,81,,£0.00,£0.00,81.0,1,22.8,0,80.0,22.5,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
WROBESAGXLWW,Robes,Wave Robe Sage Size XL,0,3,10,59,,£0.00,£0.00,236.0,2,23.2,0,228.0,22.4,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,Wave Sage Robe Total,2,17,46,380,,,,190,10,22,0,185,21,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,
WQDT80160WW,Robes,Quick Dry Towel Navy 80X160Cm,0,,,202,,£3.11,£628.22,202.0,,202.0,0,202.0,202.0,,,0,0,0,0,,,,,YES,✓,✓,✓,✓,X,X,X,X,X,X,X,X,X,X
WR3I1NAVLWW,Robes,Wave Robe 3 In 1 Navy,0,,,13,,£40.52,£526.76,13.0,,13.0,0,13.0,13.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,X,✓,✓,✓,✓,X,X,X,X,X
WR3I1NAVMWW,Robes,Wave Robe 3 In 1 Navy,0,,,25,,£40.78,"£1,019.44",25.0,,25.0,0,25.0,25.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,X,✓,✓,✓,✓,X,X,X,X,X
WR3I1NAVSWW,Robes,Wave Robe 3 In 1 Navy,0,,,4,,£23.30,£93.18,4.0,,4.0,0,4.0,4.0,4,4,0,0,0,0,,,,,,✓,✓,✓,✓,X,✓,✓,✓,✓,X,X,X,X,X
WR3I1WHIXLWW,Robes,Wave Robe 3 In 1 Ecru White,0,,,14,,£47.71,£667.94,14.0,,14.0,0,14.0,14.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,X,✓,✓,✓,✓,X,X,X,X,X
WR3I1WHILWW,Robes,Wave Robe 3 In 1 Ecru White,0,,,26,,£46.75,"£1,215.50",26.0,,26.0,0,26.0,26.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,X,✓,✓,✓,✓,X,X,X,X,X
WR3I1WHIMWW,Robes,Wave Robe 3 In 1 Ecru White,0,,,38,,£43.95,"£1,670.15",38.0,,38.0,0,38.0,38.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,X,✓,✓,✓,✓,X,X,X,X,X
5060959540984,Robes,Wave Dog Robe Black & Grey,0,,,5,,£8.68,£43.40,5.0,,5.0,0,5.0,5.0,3,3,0,0,0,0,,,,,,✓,✓,✓,✓,✓,✓,X,X,X,X,X,X,X,X
5060959540977,Robes,Wave Dog Robe Black & Grey,0,,,1,,£8.68,£8.68,1.0,,1.0,0,1.0,1.0,7,7,0,0,0,0,,,,,,✓,✓,✓,✓,✓,✓,X,X,X,X,X,X,X,X
5054487655760,Robes,Microfiber Robe With Hood - Blue (Kids),0,,,239,,£3.56,£850.84,239.0,,239.0,0,239.0,239.0,,,0,0,0,0,,,,,YES,✓,✓,✓,X,✓,✓,X,X,X,X,X,X,X,X
5054487655678,Robes,Microfiber Robe With Hood -Rose Red (Kids),0,,,212,,£3.25,£689.00,212.0,,212.0,0,212.0,212.0,,,0,0,0,0,,,,,YES,✓,✓,✓,X,✓,✓,X,X,X,X,X,X,X,X
5060959540960,Robes,Wave Dog Robe Black & Grey,0,,,14,,£8.68,£121.52,14.0,,14.0,0,14.0,14.0,,,0,0,0,0,,,,,,✓,✓,✓,✓,✓,✓,X,X,X,X,X,X,X,X
5060959540861,Robes,Wave Robe Purple,0,,,2,,£0.00,£0.00,2.0,,2.0,0,2.0,2.0,6,6,0,0,0,0,,,,,,✓,✓,✓,✓,X,✓,✓,✓,X,X,X,X,X,X
5060959541004,Robes,Wave Towelling Poncho Navy,0,,,3,,£6.19,£18.56,3.0,,3.0,0,3.0,3.0,5,5,0,0,0,0,,,,,,✓,✓,X,✓,X,✓,X,X,X,X,X,X,X,X
,,Other Robe Total,0,0,0,798,,,,798,0,798,0,798,798,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
INFAIRTNT33,Tent,Air Tent,0,1,5,0,,£275.00,£0.00,0.0,0,0.0,100,100.0,80.0,,,0,0,100,0,,Ensure are listed on websites & pre-orders added,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
QUPTNT33,Tent,Pop Up Tent,0,1,5,0,,£169.00,£0.00,0.0,0,0.0,200,200.0,160.0,,,0,0,200,0,,Ensure are listed on websites & pre-orders added,,,,✓,X,X,X,X,X,X,X,X,X,X,X,X,X
,,Tent Total,0,3,102,0,,,,0,0,0,300,300,120,,,0,0,300,0,0,,,,,,,,,,,,,,,,,,X
,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,X
20LZIPPVCBLK,Dry Bags,20L Zipped Pvc Deck Bag Black,0,,0,94,,£13.90,"£1,306.60",94.0,,94.0,0,94.0,94.0,,,0,0,0,0,,offer 50% off with every sup sale promo?,,,YES,✓,✓,✓,✓,X,✓,X,X,X,X,X,X,X,X
20LCAREFFBLK,Dry Bags,20L Carbon Effect Pvc Roll-Top Deck Bag Black,0,,0,108,,£11.37,"£1,227.96",108.0,,108.0,0,108.0,108.0,,,0,0,0,0,,offer 50% off with every sup sale promo?,,,YES,✓,✓,✓,✓,X,✓,X,X,X,X,X,X,X,X
40LPVC1PORA,Dry Bags,40L Pvc 1 Strap Dry Bag Orange,0,,0,5,,£6.70,£33.50,5.0,,5.0,0,5.0,5.0,3,3,0,0,0,0,,offer 50% off with every sup sale promo?,,,YES,✓,✓,✓,X,X,✓,✓,✓,X,X,X,X,X,X
20LPVC1PBLK,Dry Bags,20L Pvc 1 Strap Dry Bag Black,0,,0,0,,£0.00,£0.00,0.0,3,0.0,0,-3.0,-3.0,8,8,0,0,100,100,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X
5060959540373,Dry Bags,SP. 00676 Wave Waterproof Waistbag -Navy With Logo,0,,0,227,,£2.60,£590.20,227.0,,227.0,0,227.0,227.0,,,0,0,0,0,,offer 50% off with every sup sale promo?,,,YES,✓,✓,✓,✓,X,X,X,X,X,X,X,X,X,X
20LPVC1PORA,Dry Bags,20L Pvc 1 Strap Dry Bag Orange,0,,0,0,,£5.47,£0.00,0.0,2,0.0,0,-2.0,-2.0,8,8,0,0,75,75,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X
40LPVC1PBLK,Dry Bags,40L Pvc 1 Strap Dry Bag Black,0,,0,28,,£6.37,£178.22,28.0,,28.0,0,28.0,28.0,,,0,0,0,0,,offer 50% off with every sup sale promo?,,,YES,✓,✓,✓,✓,X,✓,✓,✓,X,X,X,X,X,X
,,Dry Bag Total,0,0,0,462,,,,462,5,462,0,457,457,,,0,0,175,175,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
HYDPADP2BLKWW,Paddles,Hydro Paddle P2 Tourer,0,0,0,67,,£5.32,£356.44,67.0,,67.0,0,67.0,67.0,,,0,0,0,0,,"*Ensure we have these as add on's when customers purchase relevant sku

*Cover high, however these usually sell in season after customers have already purchased sup

*Pricing reviewed across category and update on website 30/04",,,YES,✓,✓,X,X,X,X,X,X,X,X,X,X,X,X
EXNAKDSP2,Paddles,White Double Sided Paddle,0,0,0,37,,£4.01,£148.37,37.0,,37.0,0,37.0,37.0,,,0,0,16,16,,,,,,,,,,,,,,,,,,,
5061091486147,Paddles,Wave Kayak Double Paddle Black,0,0,0,149,,£7.10,"£1,058.63",149.0,,149.0,0,149.0,149.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
5060959540502,Paddles,SP. 00689 Wave Kids Paddle 3pcs -Navy,0,0,0,176,,£9.98,"£1,756.48",176.0,,176.0,0,176.0,176.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
HYDCARPROBLK,Paddles,Wave Hydro Carbon Pro Paddle,0,0,0,95,,£19.18,"£1,822.10",95.0,,95.0,0,95.0,95.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
HPPK2WCNAVWW,Paddles,Hydro Paddle PK2 Navy,0,0,0,71,,£5.92,£420.32,71.0,,71.0,0,71.0,71.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
HYDPADP1BLK,Paddles,Wave Hydro Paddle P1 Black,0,0,0,155,,£4.73,£733.15,155.0,,155.0,0,155.0,155.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
PDL2TWSRBWW,Paddles,"Wave Black Paddle 2 Tourer, Woody, Surf Adult, Recon",0,0,0,381,,£5.27,"£2,006.91",381.0,,381.0,0,381.0,381.0,,,6,0,88,82,,,,,,,,,,,,,,,,,,,
DBLSDPDLBWW,Paddles,Black Double Sided Paddle for Trailblazer and Camo Kayaks,0,0,0,0,,£0.00,£0.00,0.0,3,0.0,30,27.0,27.0,,,0,0,30,0,,,,,,,,,,,,,,,,,,,
PDL4KIDBLK,Paddles,Wave Black Paddle 4 Kids,0,0,0,288,,£4.29,"£1,235.06",288.0,,288.0,0,288.0,288.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
PDL3PBLKWW,Paddles,Wave Black Paddle 3 Fibreglass Nylon PRO,0,0,0,306,,£9.11,"£2,786.44",306.0,,306.0,0,306.0,306.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
PDL1CBLKWW,Paddles,Wave Black Paddle 1 Cruiser,0,0,0,375,,£4.11,"£1,541.94",375.0,,375.0,0,375.0,375.0,,,0,0,8,8,,,,,,,,,,,,,,,,,,,
PDL1VBLKWW,Paddles,Wave Black Paddle 1 Venturer,0,0,0,87,,£5.33,£463.53,87.0,,87.0,0,87.0,87.0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,Paddles Total,0,0,0,"2,187",,,,"2,187",3,"2,187",30,"2,214","2,214",,,6,0,142,106,0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
WF2024INTHEATUK,Spa Spare Parts,Wave Filter for 2024 Integrated Heater Spa UK,0,,0,250,,£0.09,£21.99,250.0,,250.0,0,250.0,250.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
UINTHEAT25UK,Spa Spare Parts,Wave DI Integrated Heater Full Unit For 2025 Spas UK,0,,0,15,,£2.44,£36.59,15.0,,15.0,5,20.0,20.0,,,0,0,471,466,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
INTHEACASBKUK,Spa Spare Parts,Integrated Heater Casing (Back) UK,0,,0,206,,£1.51,£311.06,206.0,,206.0,0,206.0,206.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
INTHEACASFRUK,Spa Spare Parts,Integrated Heater Casing (Front),0,,0,206,,£1.45,£298.70,206.0,,206.0,0,206.0,206.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
BLOW24WW,Spa Spare Parts,Wave Blower For 2024 External Heater,0,,0,210,,£0.14,£29.40,210.0,,210.0,0,210.0,210.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
CONB24UK,Spa Spare Parts,Wave Control Board (PCB) 2024 Heater,0,,0,0,,£0.00,£0.00,0.0,0,0.0,0,0.0,0.0,8,8,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
FLCAINTHEATUK,Spa Spare Parts,Flex cable for Integrated Heater UK,0,,0,205,,£0.16,£32.80,205.0,,205.0,0,205.0,205.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
HEATCOM24UK,Spa Spare Parts,Wave Heater Component For 2024 Spas,0,,0,239,,£0.21,£50.19,239.0,,239.0,0,239.0,239.0,,,0,0,0,0,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X
